_id,periodo,ID_SR,denominazione,tipologia,categoria,totale_unita,totale_bagni,totale_letti,indirizzo,frazione,cap,codice_istat_comune,comune,provincia,latitudine,longitudine,telefono,fax,sitoweb,email,periodi,servizi_generali,servizi_camera,prezzo_alta_stagione_o_unica,prezzo_bassa_stagione,foto1,foto2,foto3,foto4,foto5
620,2015,15664,B&B DEL DUOMO,Bed & breakfast,,6,6,15,VIA N. MELODIA  23,,70022,72004,ALTAMURA,Bari,40.8278354,16.552522700000054,0802044486,0802044486,www.bebdelduomo.it,bebdelduomo@gmail.com,01/01/2015-31/12/2015,Ascensore-Deposito bagagli-Bagno privato-Sala lettura,Aria condizionata indipendente-Riscaldamento indipendente-Tv,camera-doppia-bagno (45-75)#camera-quadrupla-bagno (100-120)#camera-tripla-bagno (80-90)#doppia-uso-singola (35-45)#camera-doppia-bagno (45-75)#camera-quadrupla-bagno (100-120)#camera-tripla-bagno (80-90)#doppia-uso-singola (35-45),camera-doppia-bagno (40-70)#camera-quadrupla-bagno (80-110)#camera-tripla-bagno (75-90)#camera-doppia-bagno (40-70)#camera-quadrupla-bagno (80-110)#camera-tripla-bagno (75-90),,,,,
621,2015,11533,B&B DEL MARESCIALLO,Bed & breakfast,,4,2,10,VIA MANDORLI  2,Gandoli,74020,73010,LEPORANO,Taranto,,,099.5334800,,www.bebdelmaresciallo.com,info@bebdelmaresciallo.com,23/01/2015-04/03/2015#21/03/2015-08/05/2015#27/05/2015-31/10/2015#26/11/2015-08/12/2015#24/12/2015-31/12/2015,Cassaforte / cassette di sicurezza-Cucina in uso comune-Bagno privato-Sala Tv-Parco / Giardino-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza,camera-doppia-persona (25-35)#camera-tripla-persona (20-30)#doppia-uso-singola (35-50),camera-doppia-persona (0-0)#camera-tripla-persona (0-0),,,,,
622,2015,12766,B&B DEL PARCO,Bed & breakfast,,2,2,6,,,,72006,BARI,Bari,,,080 5021351,,www.bed-breakfast-parco-bari.it,info@bed-breakfast-parco-bari.it,,,,,,,,,,
623,2015,14937,B&B DELL'OROLOGIO,Bed & breakfast,,2,2,4,VIA SQUICCIARINI  9,,70021,72001,ACQUAVIVA DELLE FONTI,Bari,,,,,,info@bborologio.it,18/01/2015-23/01/2015#02/02/2015-25/02/2015#27/03/2015-18/11/2015,Deposito bagagli-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Frigobar-Riscaldamento,camera-doppia-bagno (40-60),camera-doppia-bagno (40-60),,,,,
624,2015,13071,B&B DELLE CAMELIE,Bed & breakfast,,1,1,4,VICO  CAMELIE  6A - B,,70044,72035,POLIGNANO A MARE,Bari,,,3207910045,0804240451,www.bebdellecamelie.it,info@bebdellecamelie.it,14/02/2015-01/11/2015,Reception 24h-Bagno privato-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento centralizzato-Tv-Insonorizzazione-Riscaldamento-Angolo cottura,camera-quadrupla-bagno (110-140),camera-quadrupla-bagno (70-110),http://www.agenziapugliapromozione.it/portal/documents/ddl/789867/fileFoto1,,,,
626,2015,15189,B&B DOLCI RICORDI,Bed & breakfast,,3,3,6,VIALE UNIT D'ITALIA  68,,70125,72006,BARI,Bari,41.1164446,16.87319869999999,3465878517,,,annalav@hotmail.it,07/04/2015-25/06/2015#13/07/2015-14/08/2015#01/09/2015-31/10/2015#16/11/2015-23/12/2015,Ascensore-Deposito bagagli-Bagno privato,Aria condizionata indipendente-Tv satellitare-Insonorizzazione-Frigobar-Riscaldamento,camera-doppia (50-110)#doppia-uso-singola (40-60),camera-doppia (40-80)#doppia-uso-singola (0-0),,,,,
627,2015,14581,B&B DON PEDRO DI TOLEDO,Bed & breakfast,,3,3,9,VIA O. COMES  52-54,,70043,72030,MONOPOLI,Bari,40.9536623,17.305095800000003,3492363383,,,biasirosa@libero.it,01/01/2015-14/01/2015#15/03/2015-20/10/2015#01/12/2015-31/12/2015,Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-quadrupla-bagno (85-95)#camera-singola-bagno (40-60),camera-quadrupla-bagno (70-80)#camera-singola-bagno (30-35),,,,,
628,2015,15829,B&B DONNA PAOLA,Bed & breakfast,,2,1,5,VIA TEN. ANTONIO VITTI  39,,70043,72030,MONOPOLI,Bari,40.9525166,17.298555899999997,3331012303,,,donnapaola.monopoli@gmail.com,02/12/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Cucina in uso comune-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti,Aria condizionata centralizzata-Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento indipendente-Cassaforte / cassetta di sicurezza,camera-doppia (110-110)#camera-tripla (120-120),camera-doppia (60-60)#camera-tripla (70-70),http://www.agenziapugliapromozione.it/portal/documents/ddl/1621217/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1621217/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1621217/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1621217/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1621217/fileFoto5
629,2015,15858,B&B DONNA TINA,Bed & breakfast,,3,5,9,VIA SAN GREGORIO MAGNO  42,,74024,73012,MANDURIA,Taranto,,,,3274626455,,,01/01/2015-31/01/2015#01/03/2015-30/04/2015#01/06/2015-31/10/2015#12/12/2015-31/12/2015,Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino,Aria condizionata indipendente-Riscaldamento centralizzato-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-tripla-bagno (68-102)#camera-tripla-bagno-persona (25-38)#doppia-uso-singola (35-55),camera-tripla-bagno (68-102)#camera-tripla-bagno-persona (25-38),http://www.agenziapugliapromozione.it/portal/documents/ddl/1634719/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1634719/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1634719/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1634719/fileFoto4,
630,2015,2803,B&B DUE PINI,Bed & breakfast,,6,2,10,,,,75043,MELENDUGNO,Lecce,,,0832-835268 ,,www.antaresagriturismo.it,santoroalberto@libero.it,,,,,,,,,,
631,2015,13605,B&B FERROVECCHIO,Bed & breakfast,,3,3,9,VIA PIOTTOLA  9/11,ba,70023,72021,GIOIA DEL COLLE,Bari,,,080 3431116,00000000,,,01/01/2015-27/08/2015#01/12/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Tv-Riscaldamento-Angolo cottura,camera-tripla-bagno-persona (25-30),camera-tripla-bagno-persona (20-30),http://www.agenziapugliapromozione.it/portal/documents/ddl/1029522/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1029522/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1029522/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1029522/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1029522/fileFoto5
632,2015,11248,B&B FIANO MARCHIONE,Bed & breakfast,,4,4,8,VIA S.C. DEL TRONCO  32,,70013,72017,CASTELLANA GROTTE,Bari,,,,,www.fianomarchione.it,fianomarchione@alice.it,,,,,,,,,,
633,2015,14359,B&B FIORE DI MARE,Bed & breakfast,,1,1,4,PIAZZA SANTA MARIA DELLE GRAZIE  4,,70044,72035,POLIGNANO A MARE,Bari,40.99573400000001,17.220654500000023,3392669930,,www.fioredimare.it,fioredimarepolignano@libero.it,01/01/2015-11/01/2015#11/02/2015-16/02/2015#27/03/2015-03/11/2015#01/12/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia,Riscaldamento indipendente-Tv-Frigobar,camera-quadrupla-bagno-persona (35-120),camera-quadrupla-bagno-persona (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/671417/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/671417/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/671417/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/671417/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/671417/fileFoto5
634,2015,14083,B&B FONTANELLE,Bed & breakfast,,2,2,4,VIA UMBERTO I  12,,71020,71019,CELLE SAN VITO,Foggia,,,0881-972347,,www.fontanellecelle.it,casadellefontanelle@gmail.com,01/01/2015-10/01/2015#16/04/2015-31/12/2015,Bagno privato-Sala Tv-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Tv-Frigobar-Riscaldamento,camera-singola-bagno (20-28)#camera-tripla-bagno (52-60),camera-singola-bagno (18-22)#camera-tripla-bagno (46-50),http://www.agenziapugliapromozione.it/portal/documents/ddl/942029/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/942029/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/942029/fileFoto3,,
635,2015,15496,B&B FORIMIA,Bed & breakfast,,3,3,9,CONTRADA SCORCIALUPI 8^ VIA  21,,74020,73014,MARUGGIO,Taranto,40.300328104995415,17.53372756801764,3480129325,,www.bbforimia.it,info@bbforimia.it,01/07/2015-31/12/2015,Bagno privato-Parco / Giardino,Aria condizionata indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (60-80)#camera-quadrupla-bagno (100-120)#camera-tripla-bagno (80-100),camera-doppia-bagno (50-60)#camera-quadrupla-bagno (90-100)#camera-tripla-bagno (70-80),http://www.agenziapugliapromozione.it/portal/documents/ddl/1421392/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1421392/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1421392/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1421392/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1421392/fileFoto5
636,2015,15102,B&B GHEORGHINA,Bed & breakfast,,2,2,6,VIA FIOR D'EDERA  5,,74122,73027,TARANTO,Taranto,,,3478324031,,www.bebgherghina.it,sdelicato@libero.it,01/04/2015-31/10/2015#01/11/2015-25/11/2015#01/12/2015-31/12/2015,Sala Tv-Sala lettura-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv,camera-tripla (33-40),camera-tripla (33-40),,,,,
637,2015,14110,B&B GIORGIO ROSARIA,Bed & breakfast,,4,3,4,VIA SOLOFRANO  4,,70022,72004,ALTAMURA,Bari,,,080 3117175 - 080 3141850,,,info@malandri.eu,01/01/2015-29/01/2015#01/03/2015-20/09/2015#30/10/2015-04/11/2015#01/12/2015-31/12/2015,Deposito bagagli-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Insonorizzazione-Riscaldamento,camera-singola (40-50),camera-singola (40-50),http://www.agenziapugliapromozione.it/portal/documents/ddl/946156/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/946156/fileFoto2,,http://www.agenziapugliapromozione.it/portal/documents/ddl/946156/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/946156/fileFoto5
5460,2015,13976,VILLA FIORE,Affittacamere,,5,5,20,VIA CONTRADA PALICELLI   -,,73050,75066,SALVE,Lecce,,,,,www.residenzavillafiore.it ,rom.mau@tiscali.it,,Bagno privato,Aria condizionata indipendente-Tv satellitare-Frigobar-Riscaldamento-Angolo cottura,,,,,,,
638,2015,14316,B&B GIOVINAZZO,Bed & breakfast,,3,3,8,VIA MOLFETTA  107,,70010,72022,GIOVINAZZO,Bari,,,3471553573,,www.bbgiovinazzo.it,info@bbgiovinazzo.it,01/01/2015-31/12/2015,Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Tv satellitare,camera-doppia-bagno (75-85)#camera-tripla-bagno (105-110)#camera-doppia-bagno (75-85)#camera-tripla-bagno (105-110),camera-doppia-bagno (65-70)#camera-tripla-bagno (90-95)#camera-doppia-bagno (65-70)#camera-tripla-bagno (90-95),http://www.agenziapugliapromozione.it/portal/documents/ddl/616072/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/616072/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/616072/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/616072/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/616072/fileFoto5
639,2015,12718,B&B GLI AVI DI FIERMONTE ROCCO,Bed & breakfast,,2,2,6,VICO PALMIRA  8,,70010,72015,CASAMASSIMA,Bari,,,,,,info@bebcasamassima.com,01/01/2015-28/02/2015#01/04/2015-27/04/2015#01/06/2015-31/10/2015#01/12/2015-31/12/2015,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Angolo cottura,camera-tripla-bagno (60-75)#doppia-uso-singola (35-40),camera-tripla-bagno (0-0),,,,,
640,2015,15670,B&B GOLDEN DREAMS,Bed & breakfast,,4,4,8,VIA PRINCIPE AMEDEO  130,,70122,72006,BARI,Bari,41.12252609999999,16.86755949999997,3249543424,,bedbreakfastgoldendreams.com,bbgoldendreams@gmail.com,02/07/2015-31/12/2015,Ascensore-Bagno privato-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili-Reception 24h,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Idromassaggio-Riscaldamento,camera-doppia-bagno (60-80)#doppia-uso-singola (40-60),camera-doppia-bagno (0-0),,,,,
641,2015,15193,B&B GRAZIA,Bed & breakfast,,3,3,8,VIA DANTE ALIGHIERI  1/I,,70010,72015,CASAMASSIMA,Bari,40.9589958,16.917558600000007,0804537013,0804537013,www.bebhotelgrazia.it,staff@bebhotelgrazia.it,01/04/2015-26/12/2015,Reception 24h-Bagno privato-Somministrazione bevande-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Telefono,camera-doppia-bagno (54-58)#camera-tripla-bagno (66-70)#doppia-uso-singola (44-48),camera-doppia-bagno (0-0)#camera-tripla-bagno (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/1268461/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1268461/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1268461/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1268461/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1268461/fileFoto5
642,2015,15666,B&B GREEN LIGHT,Bed & breakfast,,1,1,3,C.DA LOPRETE  14/A,,70011,72003,ALBEROBELLO,Bari,40.7864228,17.240930400000025,3283031061,,,greenlightbb@libero.it,06/07/2015-31/10/2015#01/12/2015-31/12/2015,Deposito bagagli-Sala Tv-Sala lettura-Parco / Giardino,Riscaldamento,camera-tripla-bagno (40-80),camera-tripla-bagno (40-80),,,,,
5481,2015,11343,VILLA GINA,Bed & breakfast,,2,2,3,CONTRADA LICUTI  s.n,,72017,74012,OSTUNI,Brindisi,,,339/3761537,,www.bb-lubarcu.it,info@bb-lubarcu.it,,Bagno privato-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia,Nessuno,,,,,,,
643,2015,14308,B&B I CAMPANILI,Bed & breakfast,,2,2,7,CHIASSO PERUGINI  9,,70043,72030,MONOPOLI,Bari,40.95141967463634,17.30406157974494,3290964114,,www.bebicampanili.it,tizitedone@libero.it,01/01/2015-10/01/2015#12/02/2015-16/02/2015#01/03/2015-10/10/2015#01/12/2015-31/12/2015,Deposito bagagli-Cassaforte / cassette di sicurezza-Bagno privato,Aria condizionata indipendente-Riscaldamento indipendente-Frigobar-Riscaldamento-Angolo cottura-Cassaforte / cassetta di sicurezza-Tv,camera-quadrupla (35-125)#camera-tripla (35-110),camera-quadrupla (0-0)#camera-tripla (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/934133/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/934133/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/934133/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/934133/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/934133/fileFoto5
644,2015,13070,B&B I SAPORI DEL GARGANO,Bed & breakfast,,5,5,10,LOCALITA' PALUDE MEZZANE  54,,71019,71060,VIESTE,Foggia,,,,,www.isaporidelgargano.it,matlamalva@hotmail.com,01/04/2015-30/10/2015,Camere fumatori-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Parco / Giardino-Somministrazione bevande-Somministrazione alimenti-Accesso animali piccola taglia-Camere / struttura per ospiti Disabili,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Tv satellitare-Frigobar-Riscaldamento-Angolo cottura,camera-doppia (56-100)#camera-doppia-bagno (61-100)#doppia-uso-singola (5-6),camera-doppia (25-55)#camera-doppia-bagno (30-60)#doppia-uso-singola (0-0),,,,,
645,2015,14114,B&B I VIAGGIATORI,Bed & breakfast,,2,2,3,,,,72006,BARI,Bari,,,,,,info.iviaggiatori@gmail.com,,,,,,,,,,
646,2015,15272,B&B IL CANTO DEL MARE,Bed & breakfast,,2,2,5,VIALE CANNE   18/A,,74026,73022,PULSANO,Taranto,40.3644991,17.360015599999997,3286825470,,www.ilcantodelmare.it,ilcantodelmarebeb@gmail.com,01/01/2015-15/01/2015#01/03/2015-15/10/2015#15/12/2015-31/12/2015,Reception 24h-Bagno privato-Sala Tv-Parco / Giardino,Aria condizionata centralizzata-Riscaldamento centralizzato-Tv-Tv satellitare-Riscaldamento-Telefono,camera-doppia (50-60)#camera-tripla (75-90),camera-doppia (0-0)#camera-tripla (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/1334451/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1334451/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1334451/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1334451/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1334451/fileFoto5
647,2015,13058,B&B IL RIFUGIO DI GIADA E MATTIA,Bed & breakfast,,3,1,6,VIA G. GIROLAMO  2,,70011,72003,ALBEROBELLO,Bari,,,,,www.bbgiadaemattia.it,spezzamimmo@libero.it,,Reception 24h-Deposito bagagli-Cucina in uso comune-Bagno privato-Sala lettura,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento-Angolo cottura,,,,,,,
648,2015,13929,B&B IL TRITONE,Bed & breakfast,,2,2,4,VIA TRITONE  62,,70044,72035,POLIGNANO A MARE,Bari,,,3355988637,,www.bediltritone.eu,annyriz@gmail.com,10/03/2015-31/10/2015#01/12/2015-31/12/2015,Bagno privato-Somministrazione bevande-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Frigobar-Riscaldamento,camera-doppia-bagno (60-120),camera-doppia-bagno (50-80),,,,,
665,2015,15406,B&B LE COLONNE,Bed & breakfast,,2,3,5,VIA LUIGI ZUPPETTA  80,,71121,71024,FOGGIA,Foggia,,,3472361837,,,bnblecolonne@gmail.com,25/06/2015-31/12/2015,,,camera-doppia-bagno (40-80)#camera-tripla-bagno (60-120)#doppia-uso-singola (30-50),camera-doppia-bagno (30-60)#camera-tripla-bagno (45-90),,,,,
649,2015,15295,B&B IL TRULLO,Bed & breakfast,,2,1,3,TORRE MASCALI - ZONA CALENDANO  15,,70037,72038,RUVO DI PUGLIA,Bari,,,3496105102,,,nuzzo681968@libero.it,24/05/2015-31/12/2015,Sala Tv,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento,camera-doppia (50-60)#camera-singola (25-30),camera-doppia (0-0)#camera-singola (0-0),http://www.agenziapugliapromozione.it/portal/documents/ddl/1341574/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1341574/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1341574/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1341574/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1341574/fileFoto5
650,2015,13620,B&B IL TRULLO DI NONNA MARIA,Bed & breakfast,,2,1,4,,,,72017,CASTELLANA GROTTE,Bari,,,3381618233,,www.il-trullo-di-nonna-maria.oneminutesite.it,giannandrea.maria@virgilio.it,,,,,,http://www.agenziapugliapromozione.it/portal/documents/ddl/319482/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/319482/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/319482/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/319482/fileFoto4,
651,2015,14636,B&B IL VICOLETTO,Bed & breakfast,,4,2,10,VICO SANTO STEFANO  5/7,bari,70044,72035,POLIGNANO A MARE,Bari,40.996991339953105,17.218947359667595,3272943388,,,mo.salomone@gmail.com,,Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Tv satellitare-Riscaldamento,,,,,,,
652,2015,14286,B&B INTERNO 3,Bed & breakfast,,1,1,3,P.ZZA SCIPIONE CRISANZIO  11,,70122,72006,BARI,Bari,41.11971628179825,16.86636897976223,0805210505,,,bbinterno3@alice.it,01/01/2015-31/12/2015,Camere fumatori-Deposito bagagli-Bagno privato-Accesso animali piccola taglia,Aria condizionata indipendente-Riscaldamento indipendente-Insonorizzazione-Frigobar-Riscaldamento-Angolo cottura,camera-tripla-bagno (60-90)#doppia-uso-singola (50-70),camera-tripla-bagno (0-0),,,,,
653,2015,15128,B&B IONIUS,Bed & breakfast,,2,2,4,VIA NAPOLI  27,,74016,73015,MASSAFRA,Taranto,40.588049814697165,17.130387560327108,3209569644,0809678264,,ioniusbnb@gmail.com,01/01/2015-14/03/2015#01/04/2015-15/04/2015#15/05/2015-15/09/2015#22/10/2015-15/11/2015#01/12/2015-31/12/2015,Ascensore-Cucina in uso comune-Bagno privato-Sala Tv-Sala lettura-Somministrazione bevande-Somministrazione alimenti,Aria condizionata indipendente-Riscaldamento indipendente-Tv-Riscaldamento,camera-doppia-bagno (70-70),camera-doppia-bagno (45-45),http://www.agenziapugliapromozione.it/portal/documents/ddl/1265001/fileFoto1,http://www.agenziapugliapromozione.it/portal/documents/ddl/1265001/fileFoto2,http://www.agenziapugliapromozione.it/portal/documents/ddl/1265001/fileFoto3,http://www.agenziapugliapromozione.it/portal/documents/ddl/1265001/fileFoto4,http://www.agenziapugliapromozione.it/portal/documents/ddl/1265001/fileFoto5
